Phi[deg],Theta[deg],dB(GainTotal)
-90,-180,-10.4448
-88,-180,-10.4448
-86,-180,-10.4448
-84,-180,-10.4448
-82,-180,-10.4448
-80,-180,-10.4448
-78,-180,-10.4448
-76,-180,-10.4448
-74,-180,-10.4448
-72,-180,-10.4448
-70,-180,-10.4448
-68,-180,-10.4448
-66,-180,-10.4448
-64,-180,-10.4448
-62,-180,-10.4448
-60,-180,-10.4448
-58,-180,-10.4448
-56,-180,-10.4448
-54,-180,-10.4448
-52,-180,-10.4448
-50,-180,-10.4448
-48,-180,-10.4448
-46,-180,-10.4448
-44,-180,-10.4448
-42,-180,-10.4448
-40,-180,-10.4448
-38,-180,-10.4448
-36,-180,-10.4448
-34,-180,-10.4448
-32,-180,-10.4448
-30,-180,-10.4448
-28,-180,-10.4448
-26,-180,-10.4448
-24,-180,-10.4448
-22,-180,-10.4448
-20,-180,-10.4448
-18,-180,-10.4448
-16,-180,-10.4448
-14,-180,-10.4448
-12,-180,-10.4448
-10,-180,-10.4448
-8,-180,-10.4448
-6,-180,-10.4448
-4,-180,-10.4448
-2,-180,-10.4448
0,-180,-10.4448
2,-180,-10.4448
4,-180,-10.4448
6,-180,-10.4448
8,-180,-10.4448
10,-180,-10.4448
12,-180,-10.4448
14,-180,-10.4448
16,-180,-10.4448
18,-180,-10.4448
20,-180,-10.4448
22,-180,-10.4448
24,-180,-10.4448
26,-180,-10.4448
28,-180,-10.4448
30,-180,-10.4448
32,-180,-10.4448
34,-180,-10.4448
36,-180,-10.4448
38,-180,-10.4448
40,-180,-10.4448
42,-180,-10.4448
44,-180,-10.4448
46,-180,-10.4448
48,-180,-10.4448
50,-180,-10.4448
52,-180,-10.4448
54,-180,-10.4448
56,-180,-10.4448
58,-180,-10.4448
60,-180,-10.4448
62,-180,-10.4448
64,-180,-10.4448
66,-180,-10.4448
68,-180,-10.4448
70,-180,-10.4448
72,-180,-10.4448
74,-180,-10.4448
76,-180,-10.4448
78,-180,-10.4448
80,-180,-10.4448
82,-180,-10.4448
84,-180,-10.4448
86,-180,-10.4448
88,-180,-10.4448
90,-180,-10.4448
-90,-178,-10.6437
-88,-178,-10.6441
-86,-178,-10.644
-84,-178,-10.6434
-82,-178,-10.6423
-80,-178,-10.6407
-78,-178,-10.6387
-76,-178,-10.6362
-74,-178,-10.6332
-72,-178,-10.6297
-70,-178,-10.6259
-68,-178,-10.6217
-66,-178,-10.617
-64,-178,-10.6121
-62,-178,-10.6067
-60,-178,-10.6011
-58,-178,-10.5952
-56,-178,-10.5891
-54,-178,-10.5828
-52,-178,-10.5762
-50,-178,-10.5695
-48,-178,-10.5627
-46,-178,-10.5559
-44,-178,-10.5489
-42,-178,-10.542
-40,-178,-10.5351
-38,-178,-10.5282
-36,-178,-10.5214
-34,-178,-10.5148
-32,-178,-10.5082
-30,-178,-10.5019
-28,-178,-10.4958
-26,-178,-10.49
-24,-178,-10.4844
-22,-178,-10.4791
-20,-178,-10.4742
-18,-178,-10.4696
-16,-178,-10.4653
-14,-178,-10.4615
-12,-178,-10.4581
-10,-178,-10.4551
-8,-178,-10.4526
-6,-178,-10.4505
-4,-178,-10.4489
-2,-178,-10.4478
0,-178,-10.4472
2,-178,-10.4471
4,-178,-10.4475
6,-178,-10.4483
8,-178,-10.4497
10,-178,-10.4515
12,-178,-10.4538
14,-178,-10.4566
16,-178,-10.4599
18,-178,-10.4635
20,-178,-10.4677
22,-178,-10.4722
24,-178,-10.4771
26,-178,-10.4824
28,-178,-10.488
30,-178,-10.4939
32,-178,-10.5001
34,-178,-10.5065
36,-178,-10.5132
38,-178,-10.5201
40,-178,-10.5271
42,-178,-10.5342
44,-178,-10.5414
46,-178,-10.5487
48,-178,-10.556
50,-178,-10.5632
52,-178,-10.5704
54,-178,-10.5774
56,-178,-10.5843
58,-178,-10.591
60,-178,-10.5975
62,-178,-10.6038
64,-178,-10.6098
66,-178,-10.6154
68,-178,-10.6207
70,-178,-10.6256
72,-178,-10.63
74,-178,-10.6341
76,-178,-10.6376
78,-178,-10.6407
80,-178,-10.6433
82,-178,-10.6454
84,-178,-10.6469
86,-178,-10.6479
88,-178,-10.6484
90,-178,-10.6483
-90,-176,-11.2705
-88,-176,-11.2715
-86,-176,-11.2703
-84,-176,-11.2671
-82,-176,-11.2617
-80,-176,-11.2544
-78,-176,-11.245
-76,-176,-11.2336
-74,-176,-11.2204
-72,-176,-11.2053
-70,-176,-11.1885
-68,-176,-11.17
-66,-176,-11.15
-64,-176,-11.1285
-62,-176,-11.1058
-60,-176,-11.0818
-58,-176,-11.0567
-56,-176,-11.0307
-54,-176,-11.0038
-52,-176,-10.9763
-50,-176,-10.9482
-48,-176,-10.9197
-46,-176,-10.891
-44,-176,-10.8621
-42,-176,-10.8332
-40,-176,-10.8044
-38,-176,-10.7759
-36,-176,-10.7478
-34,-176,-10.7202
-32,-176,-10.6932
-30,-176,-10.6671
-28,-176,-10.6418
-26,-176,-10.6175
-24,-176,-10.5943
-22,-176,-10.5723
-20,-176,-10.5515
-18,-176,-10.5322
-16,-176,-10.5143
-14,-176,-10.498
-12,-176,-10.4833
-10,-176,-10.4702
-8,-176,-10.4588
-6,-176,-10.4493
-4,-176,-10.4416
-2,-176,-10.4357
0,-176,-10.4317
2,-176,-10.4296
4,-176,-10.4294
6,-176,-10.4312
8,-176,-10.4349
10,-176,-10.4406
12,-176,-10.4481
14,-176,-10.4575
16,-176,-10.4688
18,-176,-10.4819
20,-176,-10.4968
22,-176,-10.5134
24,-176,-10.5317
26,-176,-10.5515
28,-176,-10.5729
30,-176,-10.5957
32,-176,-10.6198
34,-176,-10.6451
36,-176,-10.6715
38,-176,-10.6989
40,-176,-10.7272
42,-176,-10.7562
44,-176,-10.7858
46,-176,-10.8158
48,-176,-10.8461
50,-176,-10.8765
52,-176,-10.9068
54,-176,-10.937
56,-176,-10.9668
58,-176,-10.996
60,-176,-11.0245
62,-176,-11.052
64,-176,-11.0785
66,-176,-11.1038
68,-176,-11.1276
70,-176,-11.1499
72,-176,-11.1704
74,-176,-11.1891
76,-176,-11.2058
78,-176,-11.2204
80,-176,-11.2328
82,-176,-11.2429
84,-176,-11.2506
86,-176,-11.2559
88,-176,-11.2587
90,-176,-11.259
-90,-174,-12.3951
-88,-174,-12.3971
-86,-174,-12.3938
-84,-174,-12.3852
-82,-174,-12.3713
-80,-174,-12.3523
-78,-174,-12.3283
-76,-174,-12.2994
-74,-174,-12.2659
-72,-174,-12.2279
-70,-174,-12.1858
-68,-174,-12.1397
-66,-174,-12.0901
-64,-174,-12.0372
-62,-174,-11.9812
-60,-174,-11.9227
-58,-174,-11.8618
-56,-174,-11.799
-54,-174,-11.7345
-52,-174,-11.6688
-50,-174,-11.6021
-48,-174,-11.5348
-46,-174,-11.4672
-44,-174,-11.3996
-42,-174,-11.3324
-40,-174,-11.2657
-38,-174,-11.2
-36,-174,-11.1355
-34,-174,-11.0724
-32,-174,-11.011
-30,-174,-10.9515
-28,-174,-10.8942
-26,-174,-10.8392
-24,-174,-10.7867
-22,-174,-10.7369
-20,-174,-10.6901
-18,-174,-10.6463
-16,-174,-10.6057
-14,-174,-10.5684
-12,-174,-10.5345
-10,-174,-10.5042
-8,-174,-10.4776
-6,-174,-10.4547
-4,-174,-10.4356
-2,-174,-10.4204
0,-174,-10.4092
2,-174,-10.402
4,-174,-10.3987
6,-174,-10.3995
8,-174,-10.4044
10,-174,-10.4134
12,-174,-10.4264
14,-174,-10.4435
16,-174,-10.4646
18,-174,-10.4897
20,-174,-10.5187
22,-174,-10.5515
24,-174,-10.5882
26,-174,-10.6285
28,-174,-10.6724
30,-174,-10.7198
32,-174,-10.7705
34,-174,-10.8243
36,-174,-10.8811
38,-174,-10.9407
40,-174,-11.0028
42,-174,-11.0672
44,-174,-11.1336
46,-174,-11.2018
48,-174,-11.2714
50,-174,-11.342
52,-174,-11.4134
54,-174,-11.4851
56,-174,-11.5566
58,-174,-11.6277
60,-174,-11.6977
62,-174,-11.7662
64,-174,-11.8327
66,-174,-11.8968
68,-174,-11.9579
70,-174,-12.0155
72,-174,-12.0692
74,-174,-12.1184
76,-174,-12.1627
78,-174,-12.2017
80,-174,-12.235
82,-174,-12.2622
84,-174,-12.2832
86,-174,-12.2976
88,-174,-12.3054
90,-174,-12.3064
-90,-172,-14.1663
-88,-172,-14.1703
-86,-172,-14.1626
-84,-172,-14.1434
-82,-172,-14.1128
-80,-172,-14.0712
-78,-172,-14.019
-76,-172,-13.9566
-74,-172,-13.8848
-72,-172,-13.804
-70,-172,-13.7151
-68,-172,-13.6189
-66,-172,-13.516
-64,-172,-13.4073
-62,-172,-13.2936
-60,-172,-13.1757
-58,-172,-13.0543
-56,-172,-12.9303
-54,-172,-12.8043
-52,-172,-12.677
-50,-172,-12.5492
-48,-172,-12.4213
-46,-172,-12.294
-44,-172,-12.1679
-42,-172,-12.0434
-40,-172,-11.9211
-38,-172,-11.8013
-36,-172,-11.6845
-34,-172,-11.571
-32,-172,-11.4613
-30,-172,-11.3555
-28,-172,-11.254
-26,-172,-11.1571
-24,-172,-11.065
-22,-172,-10.9779
-20,-172,-10.896
-18,-172,-10.8196
-16,-172,-10.7486
-14,-172,-10.6834
-12,-172,-10.624
-10,-172,-10.5706
-8,-172,-10.5232
-6,-172,-10.482
-4,-172,-10.447
-2,-172,-10.4183
0,-172,-10.3959
2,-172,-10.3799
4,-172,-10.3704
6,-172,-10.3674
8,-172,-10.3709
10,-172,-10.3809
12,-172,-10.3974
14,-172,-10.4205
16,-172,-10.4502
18,-172,-10.4863
20,-172,-10.529
22,-172,-10.5781
24,-172,-10.6337
26,-172,-10.6957
28,-172,-10.7639
30,-172,-10.8384
32,-172,-10.9191
34,-172,-11.0057
36,-172,-11.0982
38,-172,-11.1963
40,-172,-11.2999
42,-172,-11.4087
44,-172,-11.5224
46,-172,-11.6406
48,-172,-11.763
50,-172,-11.8891
52,-172,-12.0183
54,-172,-12.1501
56,-172,-12.2838
58,-172,-12.4185
60,-172,-12.5535
62,-172,-12.6878
64,-172,-12.8203
66,-172,-12.95
68,-172,-13.0755
70,-172,-13.1957
72,-172,-13.3092
74,-172,-13.4147
76,-172,-13.5109
78,-172,-13.5964
80,-172,-13.6701
82,-172,-13.7308
84,-172,-13.7777
86,-172,-13.8099
88,-172,-13.8269
90,-172,-13.8284
-90,-170,-16.9102
-88,-170,-16.9177
-86,-170,-16.8995
-84,-170,-16.856
-82,-170,-16.7877
-80,-170,-16.6961
-78,-170,-16.5826
-76,-170,-16.449
-74,-170,-16.2974
-72,-170,-16.1299
-70,-170,-15.9486
-68,-170,-15.7557
-66,-170,-15.5532
-64,-170,-15.3432
-62,-170,-15.1274
-60,-170,-14.9076
-58,-170,-14.6852
-56,-170,-14.4618
-54,-170,-14.2385
-52,-170,-14.0164
-50,-170,-13.7965
-48,-170,-13.5797
-46,-170,-13.3668
-44,-170,-13.1584
-42,-170,-12.9551
-40,-170,-12.7574
-38,-170,-12.5659
-36,-170,-12.3809
-34,-170,-12.2027
-32,-170,-12.0317
-30,-170,-11.8681
-28,-170,-11.7122
-26,-170,-11.5641
-24,-170,-11.4241
-22,-170,-11.2923
-20,-170,-11.1689
-18,-170,-11.0539
-16,-170,-10.9474
-14,-170,-10.8496
-12,-170,-10.7604
-10,-170,-10.68
-8,-170,-10.6083
-6,-170,-10.5455
-4,-170,-10.4915
-2,-170,-10.4463
0,-170,-10.41
2,-170,-10.3826
4,-170,-10.3641
6,-170,-10.3544
8,-170,-10.3536
10,-170,-10.3617
12,-170,-10.3787
14,-170,-10.4046
16,-170,-10.4394
18,-170,-10.4831
20,-170,-10.5358
22,-170,-10.5974
24,-170,-10.6681
26,-170,-10.7478
28,-170,-10.8365
30,-170,-10.9344
32,-170,-11.0414
34,-170,-11.1575
36,-170,-11.2827
38,-170,-11.4171
40,-170,-11.5606
42,-170,-11.7131
44,-170,-11.8746
46,-170,-12.0448
48,-170,-12.2235
50,-170,-12.4105
52,-170,-12.6053
54,-170,-12.8073
56,-170,-13.016
58,-170,-13.2305
60,-170,-13.4496
62,-170,-13.6722
64,-170,-13.8966
66,-170,-14.1211
68,-170,-14.3434
70,-170,-14.5611
72,-170,-14.7713
74,-170,-14.9709
76,-170,-15.1565
78,-170,-15.3246
80,-170,-15.4717
82,-170,-15.5944
84,-170,-15.6895
86,-170,-15.7546
88,-170,-15.7879
90,-170,-15.7884
-90,-168,-21.4633
-88,-168,-21.4781
-86,-168,-21.4226
-84,-168,-21.2992
-82,-168,-21.1135
-80,-168,-20.8727
-78,-168,-20.5856
-76,-168,-20.261
-74,-168,-19.9076
-72,-168,-19.5331
-70,-168,-19.1443
-68,-168,-18.747
-66,-168,-18.3456
-64,-168,-17.9441
-62,-168,-17.5454
-60,-168,-17.1517
-58,-168,-16.7648
-56,-168,-16.3862
-54,-168,-16.0168
-52,-168,-15.6574
-50,-168,-15.3087
-48,-168,-14.9711
-46,-168,-14.645
-44,-168,-14.3305
-42,-168,-14.0278
-40,-168,-13.7372
-38,-168,-13.4587
-36,-168,-13.1924
-34,-168,-12.9383
-32,-168,-12.6964
-30,-168,-12.4668
-28,-168,-12.2495
-26,-168,-12.0444
-24,-168,-11.8515
-22,-168,-11.6709
-20,-168,-11.5023
-18,-168,-11.3459
-16,-168,-11.2015
-14,-168,-11.0691
-12,-168,-10.9485
-10,-168,-10.8398
-8,-168,-10.7427
-6,-168,-10.6572
-4,-168,-10.5833
-2,-168,-10.5207
0,-168,-10.4694
2,-168,-10.4294
4,-168,-10.4004
6,-168,-10.3824
8,-168,-10.3753
10,-168,-10.379
12,-168,-10.3935
14,-168,-10.4188
16,-168,-10.4547
18,-168,-10.5013
20,-168,-10.5586
22,-168,-10.6266
24,-168,-10.7054
26,-168,-10.7951
28,-168,-10.8958
30,-168,-11.0075
32,-168,-11.1306
34,-168,-11.265
36,-168,-11.4111
38,-168,-11.569
40,-168,-11.7389
42,-168,-11.9211
44,-168,-12.1157
46,-168,-12.3229
48,-168,-12.5429
50,-168,-12.7758
52,-168,-13.0214
54,-168,-13.2799
56,-168,-13.5508
58,-168,-13.8337
60,-168,-14.128
62,-168,-14.4326
64,-168,-14.746
66,-168,-15.0664
68,-168,-15.391
70,-168,-15.7166
72,-168,-16.0389
74,-168,-16.3527
76,-168,-16.6518
78,-168,-16.929
80,-168,-17.1765
82,-168,-17.3862
84,-168,-17.5501
86,-168,-17.6615
88,-168,-17.7155
90,-168,-17.7094
-90,-166,-29.4715
-88,-166,-29.4832
-86,-166,-29.1883
-84,-166,-28.6413
-82,-166,-27.9235
-80,-166,-27.1108
-78,-166,-26.2597
-76,-166,-25.4058
-74,-166,-24.5697
-72,-166,-23.7619
-70,-166,-22.9869
-68,-166,-22.246
-66,-166,-21.5389
-64,-166,-20.8642
-62,-166,-20.2203
-60,-166,-19.6056
-58,-166,-19.0185
-56,-166,-18.4575
-54,-166,-17.9212
-52,-166,-17.4087
-50,-166,-16.9187
-48,-166,-16.4505
-46,-166,-16.0034
-44,-166,-15.5765
-42,-166,-15.1695
-40,-166,-14.7817
-38,-166,-14.4128
-36,-166,-14.0623
-34,-166,-13.7299
-32,-166,-13.4153
-30,-166,-13.1183
-28,-166,-12.8384
-26,-166,-12.5755
-24,-166,-12.3294
-22,-166,-12.0997
-20,-166,-11.8863
-18,-166,-11.6889
-16,-166,-11.5072
-14,-166,-11.3411
-12,-166,-11.1902
-10,-166,-11.0543
-8,-166,-10.9331
-6,-166,-10.8263
-4,-166,-10.7337
-2,-166,-10.655
0,-166,-10.5898
2,-166,-10.5379
4,-166,-10.499
6,-166,-10.4728
8,-166,-10.459
10,-166,-10.4574
12,-166,-10.4677
14,-166,-10.4898
16,-166,-10.5234
18,-166,-10.5685
20,-166,-10.6248
22,-166,-10.6924
24,-166,-10.7712
26,-166,-10.8613
28,-166,-10.9626
30,-166,-11.0754
32,-166,-11.1997
34,-166,-11.3359
36,-166,-11.484
38,-166,-11.6444
40,-166,-11.8174
42,-166,-12.0033
44,-166,-12.2024
46,-166,-12.415
48,-166,-12.6413
50,-166,-12.8816
52,-166,-13.1361
54,-166,-13.4047
56,-166,-13.6874
58,-166,-13.9839
60,-166,-14.2936
62,-166,-14.6156
64,-166,-14.9484
66,-166,-15.2902
68,-166,-15.6381
70,-166,-15.9888
72,-166,-16.3374
74,-166,-16.6782
76,-166,-17.0042
78,-166,-17.3068
80,-166,-17.5769
82,-166,-17.8046
84,-166,-17.9805
86,-166,-18.0963
88,-166,-18.1465
90,-166,-18.1282
-90,-164,-24.4908
-88,-164,-24.4665
-86,-164,-24.4199
-84,-164,-24.3505
-82,-164,-24.2561
-80,-164,-24.1334
-78,-164,-23.9782
-76,-164,-23.786
-74,-164,-23.553
-72,-164,-23.2766
-70,-164,-22.9556
-68,-164,-22.5912
-66,-164,-22.1861
-64,-164,-21.7452
-62,-164,-21.2742
-60,-164,-20.7797
-58,-164,-20.2684
-56,-164,-19.7467
-54,-164,-19.2206
-52,-164,-18.6952
-50,-164,-18.1748
-48,-164,-17.6633
-46,-164,-17.1635
-44,-164,-16.6778
-42,-164,-16.208
-40,-164,-15.7555
-38,-164,-15.3214
-36,-164,-14.9064
-34,-164,-14.5111
-32,-164,-14.1358
-30,-164,-13.7807
-28,-164,-13.446
-26,-164,-13.1315
-24,-164,-12.8373
-22,-164,-12.5632
-20,-164,-12.3089
-18,-164,-12.0743
-16,-164,-11.8589
-14,-164,-11.6626
-12,-164,-11.4848
-10,-164,-11.3253
-8,-164,-11.1834
-6,-164,-11.0589
-4,-164,-10.9511
-2,-164,-10.8595
0,-164,-10.7836
2,-164,-10.7229
4,-164,-10.6767
6,-164,-10.6445
8,-164,-10.6257
10,-164,-10.6197
12,-164,-10.626
14,-164,-10.6441
16,-164,-10.6735
18,-164,-10.7138
20,-164,-10.7646
22,-164,-10.8256
24,-164,-10.8965
26,-164,-10.9772
28,-164,-11.0675
30,-164,-11.1675
32,-164,-11.277
34,-164,-11.3962
36,-164,-11.5251
38,-164,-11.664
40,-164,-11.813
42,-164,-11.9723
44,-164,-12.1419
46,-164,-12.3219
48,-164,-12.5124
50,-164,-12.7133
52,-164,-12.9244
54,-164,-13.1453
56,-164,-13.3754
58,-164,-13.6139
60,-164,-13.8597
62,-164,-14.1113
64,-164,-14.367
66,-164,-14.6244
68,-164,-14.8808
70,-164,-15.1329
72,-164,-15.3769
74,-164,-15.6086
76,-164,-15.8232
78,-164,-16.0158
80,-164,-16.1815
82,-164,-16.3156
84,-164,-16.414
86,-164,-16.4736
88,-164,-16.4924
90,-164,-16.4699
-90,-162,-18.4822
-88,-162,-18.4729
-86,-162,-18.4852
-84,-162,-18.5185
-82,-162,-18.5719
-80,-162,-18.6437
-78,-162,-18.7316
-76,-162,-18.8324
-74,-162,-18.9423
-72,-162,-19.056
-70,-162,-19.1674
-68,-162,-19.2692
-66,-162,-19.3529
-64,-162,-19.4094
-62,-162,-19.4295
-60,-162,-19.4046
-58,-162,-19.3276
-56,-162,-19.194
-54,-162,-19.0024
-52,-162,-18.7546
-50,-162,-18.4557
-48,-162,-18.113
-46,-162,-17.7352
-44,-162,-17.3315
-42,-162,-16.9108
-40,-162,-16.4813
-38,-162,-16.0501
-36,-162,-15.6231
-34,-162,-15.2051
-32,-162,-14.7999
-30,-162,-14.4105
-28,-162,-14.0391
-26,-162,-13.6873
-24,-162,-13.3563
-22,-162,-13.0468
-20,-162,-12.7593
-18,-162,-12.494
-16,-162,-12.2509
-14,-162,-12.0299
-12,-162,-11.8305
-10,-162,-11.6525
-8,-162,-11.4952
-6,-162,-11.358
-4,-162,-11.2403
-2,-162,-11.1411
0,-162,-11.0597
2,-162,-10.9952
4,-162,-10.9465
6,-162,-10.9127
8,-162,-10.8927
10,-162,-10.8855
12,-162,-10.8901
14,-162,-10.9054
16,-162,-10.9305
18,-162,-10.9645
20,-162,-11.0066
22,-162,-11.056
24,-162,-11.1121
26,-162,-11.1745
28,-162,-11.2427
30,-162,-11.3165
32,-162,-11.3957
34,-162,-11.4802
36,-162,-11.5701
38,-162,-11.6654
40,-162,-11.7661
42,-162,-11.8723
44,-162,-11.984
46,-162,-12.101
48,-162,-12.2233
50,-162,-12.3505
52,-162,-12.4821
54,-162,-12.6176
56,-162,-12.7561
58,-162,-12.8967
60,-162,-13.0382
62,-162,-13.1793
64,-162,-13.3185
66,-162,-13.4543
68,-162,-13.5849
70,-162,-13.7085
72,-162,-13.8234
74,-162,-13.9279
76,-162,-14.0202
78,-162,-14.099
80,-162,-14.1628
82,-162,-14.2107
84,-162,-14.2418
86,-162,-14.2558
88,-162,-14.2525
90,-162,-14.2321
-90,-160,-15.0255
-88,-160,-15.0238
-86,-160,-15.0463
-84,-160,-15.093
-82,-160,-15.1635
-80,-160,-15.2574
-78,-160,-15.3741
-76,-160,-15.5126
-74,-160,-15.6718
-72,-160,-15.85
-70,-160,-16.0451
-68,-160,-16.2539
-66,-160,-16.4726
-64,-160,-16.6962
-62,-160,-16.9183
-60,-160,-17.1312
-58,-160,-17.3256
-56,-160,-17.4912
-54,-160,-17.617
-52,-160,-17.6923
-50,-160,-17.7083
-48,-160,-17.6587
-46,-160,-17.5413
-44,-160,-17.3581
-42,-160,-17.1151
-40,-160,-16.8214
-38,-160,-16.4879
-36,-160,-16.1258
-34,-160,-15.7462
-32,-160,-15.3586
-30,-160,-14.9713
-28,-160,-14.591
-26,-160,-14.2231
-24,-160,-13.8716
-22,-160,-13.5396
-20,-160,-13.2291
-18,-160,-12.9417
-16,-160,-12.6782
-14,-160,-12.4391
-12,-160,-12.2244
-10,-160,-12.0341
-8,-160,-11.8675
-6,-160,-11.724
-4,-160,-11.6028
-2,-160,-11.5027
0,-160,-11.4225
2,-160,-11.361
4,-160,-11.3165
6,-160,-11.2876
8,-160,-11.2724
10,-160,-11.2694
12,-160,-11.2766
14,-160,-11.2923
16,-160,-11.3149
18,-160,-11.3426
20,-160,-11.3741
22,-160,-11.4079
24,-160,-11.4432
26,-160,-11.4789
28,-160,-11.5146
30,-160,-11.5499
32,-160,-11.5846
34,-160,-11.6189
36,-160,-11.6529
38,-160,-11.687
40,-160,-11.7215
42,-160,-11.7568
44,-160,-11.793
46,-160,-11.8305
48,-160,-11.8692
50,-160,-11.9092
52,-160,-11.9501
54,-160,-11.9918
56,-160,-12.0336
58,-160,-12.075
60,-160,-12.1155
62,-160,-12.1544
64,-160,-12.1909
66,-160,-12.2246
68,-160,-12.2547
70,-160,-12.2809
72,-160,-12.3028
74,-160,-12.3201
76,-160,-12.3327
78,-160,-12.3404
80,-160,-12.3435
82,-160,-12.3419
84,-160,-12.3359
86,-160,-12.3257
88,-160,-12.3115
90,-160,-12.2936
-90,-158,-12.7776
-88,-158,-12.7812
-86,-158,-12.8083
-84,-158,-12.8587
-82,-158,-12.9324
-80,-158,-13.0293
-78,-158,-13.1493
-76,-158,-13.2921
-74,-158,-13.4574
-72,-158,-13.6448
-70,-158,-13.8536
-68,-158,-14.0828
-66,-158,-14.3309
-64,-158,-14.5959
-62,-158,-14.8749
-60,-158,-15.1641
-58,-158,-15.458
-56,-158,-15.7501
-54,-158,-16.0316
-52,-158,-16.2923
-50,-158,-16.5203
-48,-158,-16.7029
-46,-158,-16.8279
-44,-158,-16.8853
-42,-158,-16.8685
-40,-158,-16.7759
-38,-158,-16.6115
-36,-158,-16.3836
-34,-158,-16.104
-32,-158,-15.7859
-30,-158,-15.4427
-28,-158,-15.0865
-26,-158,-14.7278
-24,-158,-14.3751
-22,-158,-14.0353
-20,-158,-13.7133
-18,-158,-13.413
-16,-158,-13.1369
-14,-158,-12.8866
-12,-158,-12.663
-10,-158,-12.4666
-8,-158,-12.2971
-6,-158,-12.154
-4,-158,-12.0362
-2,-158,-11.9426
0,-158,-11.8714
2,-158,-11.8209
4,-158,-11.7889
6,-158,-11.7731
8,-158,-11.7707
10,-158,-11.779
12,-158,-11.7952
14,-158,-11.8164
16,-158,-11.8397
18,-158,-11.8624
20,-158,-11.8821
22,-158,-11.8968
24,-158,-11.9051
26,-158,-11.9058
28,-158,-11.8985
30,-158,-11.8831
32,-158,-11.8603
34,-158,-11.8307
36,-158,-11.7955
38,-158,-11.7558
40,-158,-11.713
42,-158,-11.6681
44,-158,-11.6222
46,-158,-11.5761
48,-158,-11.5305
50,-158,-11.4856
52,-158,-11.4418
54,-158,-11.3991
56,-158,-11.3574
58,-158,-11.3166
60,-158,-11.2764
62,-158,-11.2367
64,-158,-11.1974
66,-158,-11.1584
68,-158,-11.1198
70,-158,-11.0815
72,-158,-11.044
74,-158,-11.0074
76,-158,-10.9721
78,-158,-10.9384
80,-158,-10.9068
82,-158,-10.8777
84,-158,-10.8514
86,-158,-10.8283
88,-158,-10.8086
90,-158,-10.7925
-90,-156,-11.2454
-88,-156,-11.2533
-86,-156,-11.2835
-84,-156,-11.3358
-82,-156,-11.4103
-80,-156,-11.507
-78,-156,-11.6258
-76,-156,-11.7668
-74,-156,-11.9301
-72,-156,-12.1156
-70,-156,-12.3232
-68,-156,-12.5528
-66,-156,-12.804
-64,-156,-13.0761
-62,-156,-13.368
-60,-156,-13.6779
-58,-156,-14.0034
-56,-156,-14.3408
-54,-156,-14.685
-52,-156,-15.0293
-50,-156,-15.3648
-48,-156,-15.6803
-46,-156,-15.9628
-44,-156,-16.1982
-42,-156,-16.3724
-40,-156,-16.4735
-38,-156,-16.4938
-36,-156,-16.4315
-34,-156,-16.2913
-32,-156,-16.0833
-30,-156,-15.8213
-28,-156,-15.5208
-26,-156,-15.1968
-24,-156,-14.863
-22,-156,-14.5307
-20,-156,-14.2091
-18,-156,-13.9051
-16,-156,-13.6237
-14,-156,-13.3686
-12,-156,-13.1419
-10,-156,-12.945
-8,-156,-12.7783
-6,-156,-12.6415
-4,-156,-12.5337
-2,-156,-12.4537
0,-156,-12.3994
2,-156,-12.3684
4,-156,-12.3578
6,-156,-12.3642
8,-156,-12.3838
10,-156,-12.4124
12,-156,-12.4454
14,-156,-12.4783
16,-156,-12.5066
18,-156,-12.5259
20,-156,-12.5327
22,-156,-12.5241
24,-156,-12.4981
26,-156,-12.4541
28,-156,-12.3923
30,-156,-12.314
32,-156,-12.221
34,-156,-12.116
36,-156,-12.0016
38,-156,-11.8807
40,-156,-11.7559
42,-156,-11.6293
44,-156,-11.503
46,-156,-11.3782
48,-156,-11.2562
50,-156,-11.1375
52,-156,-11.0225
54,-156,-10.9114
56,-156,-10.8042
58,-156,-10.7008
60,-156,-10.6011
62,-156,-10.5051
64,-156,-10.4127
66,-156,-10.3242
68,-156,-10.2396
70,-156,-10.1594
72,-156,-10.0839
74,-156,-10.0134
76,-156,-9.9486
78,-156,-9.88981
80,-156,-9.8375
82,-156,-9.79209
84,-156,-9.75393
86,-156,-9.72329
88,-156,-9.7004
90,-156,-9.68539
-90,-154,-10.2045
-88,-154,-10.2161
-86,-154,-10.2487
-84,-154,-10.3023
-82,-154,-10.3768
-80,-154,-10.4724
-78,-154,-10.5891
-76,-154,-10.727
-74,-154,-10.8863
-72,-154,-11.0671
-70,-154,-11.2697
-68,-154,-11.4941
-66,-154,-11.7406
-64,-154,-12.009
-62,-154,-12.2992
-60,-154,-12.6106
-58,-154,-12.9421
-56,-154,-13.2921
-54,-154,-13.6578
-52,-154,-14.0352
-50,-154,-14.4186
-48,-154,-14.8001
-46,-154,-15.1694
-44,-154,-15.5138
-42,-154,-15.8183
-40,-154,-16.0671
-38,-154,-16.245
-36,-154,-16.3408
-34,-154,-16.3487
-32,-154,-16.2702
-30,-154,-16.1141
-28,-154,-15.8943
-26,-154,-15.6278
-24,-154,-15.3317
-22,-154,-15.0222
-20,-154,-14.7126
-18,-154,-14.4138
-16,-154,-14.1342
-14,-154,-13.8798
-12,-154,-13.6547
