Phi[deg],Theta[deg],dB(GainTotal)
-90,-180,-11.5041
-88,-180,-11.5041
-86,-180,-11.5041
-84,-180,-11.5041
-82,-180,-11.5041
-80,-180,-11.5041
-78,-180,-11.5041
-76,-180,-11.5041
-74,-180,-11.5041
-72,-180,-11.5041
-70,-180,-11.5041
-68,-180,-11.5041
-66,-180,-11.5041
-64,-180,-11.5041
-62,-180,-11.5041
-60,-180,-11.5041
-58,-180,-11.5041
-56,-180,-11.5041
-54,-180,-11.5041
-52,-180,-11.5041
-50,-180,-11.5041
-48,-180,-11.5041
-46,-180,-11.5041
-44,-180,-11.5041
-42,-180,-11.5041
-40,-180,-11.5041
-38,-180,-11.5041
-36,-180,-11.5041
-34,-180,-11.5041
-32,-180,-11.5041
-30,-180,-11.5041
-28,-180,-11.5041
-26,-180,-11.5041
-24,-180,-11.5041
-22,-180,-11.5041
-20,-180,-11.5041
-18,-180,-11.5041
-16,-180,-11.5041
-14,-180,-11.5041
-12,-180,-11.5041
-10,-180,-11.5041
-8,-180,-11.5041
-6,-180,-11.5041
-4,-180,-11.5041
-2,-180,-11.5041
0,-180,-11.5041
2,-180,-11.5041
4,-180,-11.5041
6,-180,-11.5041
8,-180,-11.5041
10,-180,-11.5041
12,-180,-11.5041
14,-180,-11.5041
16,-180,-11.5041
18,-180,-11.5041
20,-180,-11.5041
22,-180,-11.5041
24,-180,-11.5041
26,-180,-11.5041
28,-180,-11.5041
30,-180,-11.5041
32,-180,-11.5041
34,-180,-11.5041
36,-180,-11.5041
38,-180,-11.5041
40,-180,-11.5041
42,-180,-11.5041
44,-180,-11.5041
46,-180,-11.5041
48,-180,-11.5041
50,-180,-11.5041
52,-180,-11.5041
54,-180,-11.5041
56,-180,-11.5041
58,-180,-11.5041
60,-180,-11.5041
62,-180,-11.5041
64,-180,-11.5041
66,-180,-11.5041
68,-180,-11.5041
70,-180,-11.5041
72,-180,-11.5041
74,-180,-11.5041
76,-180,-11.5041
78,-180,-11.5041
80,-180,-11.5041
82,-180,-11.5041
84,-180,-11.5041
86,-180,-11.5041
88,-180,-11.5041
90,-180,-11.5041
-90,-178,-11.8141
-88,-178,-11.8196
-86,-178,-11.8245
-84,-178,-11.8288
-82,-178,-11.8324
-80,-178,-11.8354
-78,-178,-11.8379
-76,-178,-11.8397
-74,-178,-11.8409
-72,-178,-11.8415
-70,-178,-11.8416
-68,-178,-11.8411
-66,-178,-11.84
-64,-178,-11.8384
-62,-178,-11.8363
-60,-178,-11.8337
-58,-178,-11.8307
-56,-178,-11.8272
-54,-178,-11.8232
-52,-178,-11.8189
-50,-178,-11.8142
-48,-178,-11.8092
-46,-178,-11.8039
-44,-178,-11.7982
-42,-178,-11.7924
-40,-178,-11.7863
-38,-178,-11.78
-36,-178,-11.7735
-34,-178,-11.767
-32,-178,-11.7603
-30,-178,-11.7535
-28,-178,-11.7467
-26,-178,-11.7399
-24,-178,-11.7331
-22,-178,-11.7263
-20,-178,-11.7196
-18,-178,-11.713
-16,-178,-11.7065
-14,-178,-11.7001
-12,-178,-11.6938
-10,-178,-11.6878
-8,-178,-11.6819
-6,-178,-11.6762
-4,-178,-11.6707
-2,-178,-11.6655
0,-178,-11.6604
2,-178,-11.6557
4,-178,-11.6511
6,-178,-11.6469
8,-178,-11.6428
10,-178,-11.6391
12,-178,-11.6356
14,-178,-11.6323
16,-178,-11.6293
18,-178,-11.6265
20,-178,-11.624
22,-178,-11.6216
24,-178,-11.6195
26,-178,-11.6176
28,-178,-11.6158
30,-178,-11.6143
32,-178,-11.6128
34,-178,-11.6115
36,-178,-11.6103
38,-178,-11.6092
40,-178,-11.6081
42,-178,-11.6071
44,-178,-11.6061
46,-178,-11.6051
48,-178,-11.604
50,-178,-11.6029
52,-178,-11.6018
54,-178,-11.6005
56,-178,-11.5991
58,-178,-11.5976
60,-178,-11.5958
62,-178,-11.594
64,-178,-11.5919
66,-178,-11.5895
68,-178,-11.587
70,-178,-11.5841
72,-178,-11.581
74,-178,-11.5777
76,-178,-11.574
78,-178,-11.57
80,-178,-11.5658
82,-178,-11.5612
84,-178,-11.5563
86,-178,-11.5511
88,-178,-11.5456
90,-178,-11.5398
-90,-176,-12.4954
-88,-176,-12.5065
-86,-176,-12.5154
-84,-176,-12.5221
-82,-176,-12.5266
-80,-176,-12.529
-78,-176,-12.5291
-76,-176,-12.5272
-74,-176,-12.5231
-72,-176,-12.5171
-70,-176,-12.509
-68,-176,-12.4991
-66,-176,-12.4874
-64,-176,-12.4739
-62,-176,-12.4589
-60,-176,-12.4423
-58,-176,-12.4243
-56,-176,-12.4049
-54,-176,-12.3844
-52,-176,-12.3629
-50,-176,-12.3403
-48,-176,-12.3169
-46,-176,-12.2929
-44,-176,-12.2682
-42,-176,-12.2431
-40,-176,-12.2176
-38,-176,-12.1919
-36,-176,-12.1661
-34,-176,-12.1403
-32,-176,-12.1146
-30,-176,-12.0891
-28,-176,-12.064
-26,-176,-12.0394
-24,-176,-12.0152
-22,-176,-11.9917
-20,-176,-11.9689
-18,-176,-11.947
-16,-176,-11.9259
-14,-176,-11.9057
-12,-176,-11.8866
-10,-176,-11.8686
-8,-176,-11.8517
-6,-176,-11.836
-4,-176,-11.8216
-2,-176,-11.8084
0,-176,-11.7965
2,-176,-11.786
4,-176,-11.7768
6,-176,-11.769
8,-176,-11.7626
10,-176,-11.7575
12,-176,-11.7538
14,-176,-11.7515
16,-176,-11.7505
18,-176,-11.7507
20,-176,-11.7523
22,-176,-11.755
24,-176,-11.7589
26,-176,-11.764
28,-176,-11.77
30,-176,-11.7771
32,-176,-11.785
34,-176,-11.7938
36,-176,-11.8032
38,-176,-11.8133
40,-176,-11.8239
42,-176,-11.835
44,-176,-11.8463
46,-176,-11.8578
48,-176,-11.8693
50,-176,-11.8808
52,-176,-11.8921
54,-176,-11.9031
56,-176,-11.9137
58,-176,-11.9236
60,-176,-11.9329
62,-176,-11.9413
64,-176,-11.9488
66,-176,-11.9553
68,-176,-11.9606
70,-176,-11.9646
72,-176,-11.9672
74,-176,-11.9684
76,-176,-11.9681
78,-176,-11.9662
80,-176,-11.9627
82,-176,-11.9575
84,-176,-11.9505
86,-176,-11.9419
88,-176,-11.9316
90,-176,-11.9195
-90,-174,-13.6079
-88,-174,-13.6255
-86,-174,-13.6379
-84,-174,-13.645
-82,-174,-13.6469
-80,-174,-13.6437
-78,-174,-13.6353
-76,-174,-13.622
-74,-174,-13.6038
-72,-174,-13.5811
-70,-174,-13.554
-68,-174,-13.5226
-66,-174,-13.4874
-64,-174,-13.4485
-62,-174,-13.4063
-60,-174,-13.361
-58,-174,-13.3129
-56,-174,-13.2624
-54,-174,-13.2097
-52,-174,-13.1552
-50,-174,-13.0991
-48,-174,-13.0418
-46,-174,-12.9836
-44,-174,-12.9247
-42,-174,-12.8653
-40,-174,-12.8059
-38,-174,-12.7466
-36,-174,-12.6877
-34,-174,-12.6294
-32,-174,-12.572
-30,-174,-12.5156
-28,-174,-12.4605
-26,-174,-12.4069
-24,-174,-12.3549
-22,-174,-12.3048
-20,-174,-12.2566
-18,-174,-12.2105
-16,-174,-12.1668
-14,-174,-12.1254
-12,-174,-12.0865
-10,-174,-12.0503
-8,-174,-12.0169
-6,-174,-11.9862
-4,-174,-11.9585
-2,-174,-11.9337
0,-174,-11.9121
2,-174,-11.8935
4,-174,-11.878
6,-174,-11.8657
8,-174,-11.8566
10,-174,-11.8507
12,-174,-11.8481
14,-174,-11.8486
16,-174,-11.8522
18,-174,-11.859
20,-174,-11.8689
22,-174,-11.8818
24,-174,-11.8977
26,-174,-11.9164
28,-174,-11.9378
30,-174,-11.9618
32,-174,-11.9883
34,-174,-12.0171
36,-174,-12.0481
38,-174,-12.081
40,-174,-12.1156
42,-174,-12.1518
44,-174,-12.1891
46,-174,-12.2275
48,-174,-12.2666
50,-174,-12.3061
52,-174,-12.3456
54,-174,-12.3849
56,-174,-12.4235
58,-174,-12.4612
60,-174,-12.4976
62,-174,-12.5323
64,-174,-12.5649
66,-174,-12.5951
68,-174,-12.6225
70,-174,-12.6468
72,-174,-12.6676
74,-174,-12.6847
76,-174,-12.6977
78,-174,-12.7064
80,-174,-12.7107
82,-174,-12.7103
84,-174,-12.7052
86,-174,-12.6952
88,-174,-12.6804
90,-174,-12.6608
-90,-172,-15.2722
-88,-172,-15.2985
-86,-172,-15.3135
-84,-172,-15.3174
-82,-172,-15.3102
-80,-172,-15.2922
-78,-172,-15.2636
-76,-172,-15.2249
-74,-172,-15.1767
-72,-172,-15.1195
-70,-172,-15.054
-68,-172,-14.9808
-66,-172,-14.9007
-64,-172,-14.8144
-62,-172,-14.7227
-60,-172,-14.6262
-58,-172,-14.5258
-56,-172,-14.422
-54,-172,-14.3157
-52,-172,-14.2073
-50,-172,-14.0975
-48,-172,-13.9868
-46,-172,-13.8758
-44,-172,-13.7649
-42,-172,-13.6547
-40,-172,-13.5455
-38,-172,-13.4377
-36,-172,-13.3318
-34,-172,-13.2279
-32,-172,-13.1265
-30,-172,-13.0277
-28,-172,-12.932
-26,-172,-12.8395
-24,-172,-12.7504
-22,-172,-12.665
-20,-172,-12.5834
-18,-172,-12.5059
-16,-172,-12.4327
-14,-172,-12.3637
-12,-172,-12.2993
-10,-172,-12.2396
-8,-172,-12.1846
-6,-172,-12.1345
-4,-172,-12.0894
-2,-172,-12.0493
0,-172,-12.0145
2,-172,-11.9849
4,-172,-11.9606
6,-172,-11.9416
8,-172,-11.9281
10,-172,-11.92
12,-172,-11.9174
14,-172,-11.9203
16,-172,-11.9287
18,-172,-11.9426
20,-172,-11.9619
22,-172,-11.9867
24,-172,-12.0168
26,-172,-12.0522
28,-172,-12.0928
30,-172,-12.1384
32,-172,-12.189
34,-172,-12.2444
36,-172,-12.3043
38,-172,-12.3686
40,-172,-12.437
42,-172,-12.5091
44,-172,-12.5846
46,-172,-12.6631
48,-172,-12.7442
50,-172,-12.8273
52,-172,-12.912
54,-172,-12.9976
56,-172,-13.0834
58,-172,-13.1688
60,-172,-13.2529
62,-172,-13.335
64,-172,-13.4141
66,-172,-13.4894
68,-172,-13.56
70,-172,-13.6249
72,-172,-13.6833
74,-172,-13.7342
76,-172,-13.7769
78,-172,-13.8106
80,-172,-13.8346
82,-172,-13.8484
84,-172,-13.8515
86,-172,-13.8438
88,-172,-13.8251
90,-172,-13.7954
-90,-170,-17.742
-88,-170,-17.781
-86,-170,-17.7956
-84,-170,-17.7857
-82,-170,-17.7521
-80,-170,-17.6956
-78,-170,-17.6176
-76,-170,-17.5199
-74,-170,-17.4042
-72,-170,-17.2727
-70,-170,-17.1275
-68,-170,-16.9705
-66,-170,-16.8038
-64,-170,-16.6293
-62,-170,-16.4488
-60,-170,-16.2637
-58,-170,-16.0756
-56,-170,-15.8856
-54,-170,-15.695
-52,-170,-15.5047
-50,-170,-15.3155
-48,-170,-15.1282
-46,-170,-14.9434
-44,-170,-14.7616
-42,-170,-14.5834
-40,-170,-14.4091
-38,-170,-14.2392
-36,-170,-14.0738
-34,-170,-13.9134
-32,-170,-13.7581
-30,-170,-13.6082
-28,-170,-13.4639
-26,-170,-13.3253
-24,-170,-13.1928
-22,-170,-13.0663
-20,-170,-12.9462
-18,-170,-12.8324
-16,-170,-12.7252
-14,-170,-12.6247
-12,-170,-12.531
-10,-170,-12.4442
-8,-170,-12.3644
-6,-170,-12.2918
-4,-170,-12.2264
-2,-170,-12.1683
0,-170,-12.1175
2,-170,-12.0743
4,-170,-12.0386
6,-170,-12.0106
8,-170,-11.9902
10,-170,-11.9776
12,-170,-11.9727
14,-170,-11.9758
16,-170,-11.9867
18,-170,-12.0056
20,-170,-12.0324
22,-170,-12.0673
24,-170,-12.1101
26,-170,-12.161
28,-170,-12.2199
30,-170,-12.2868
32,-170,-12.3616
34,-170,-12.4443
36,-170,-12.5347
38,-170,-12.6328
40,-170,-12.7384
42,-170,-12.8512
44,-170,-12.9709
46,-170,-13.0972
48,-170,-13.2297
50,-170,-13.3678
52,-170,-13.511
54,-170,-13.6584
56,-170,-13.8091
58,-170,-13.9622
60,-170,-14.1164
62,-170,-14.2703
64,-170,-14.4224
66,-170,-14.571
68,-170,-14.7142
70,-170,-14.8499
72,-170,-14.9759
74,-170,-15.09
76,-170,-15.19
78,-170,-15.2738
80,-170,-15.3393
82,-170,-15.3848
84,-170,-15.409
86,-170,-15.4109
88,-170,-15.3902
90,-170,-15.3467
-90,-168,-21.6528
-88,-168,-21.713
-86,-168,-21.7073
-84,-168,-21.6371
-82,-168,-21.5069
-80,-168,-21.3234
-78,-168,-21.0946
-76,-168,-20.8293
-74,-168,-20.5358
-72,-168,-20.2219
-70,-168,-19.8942
-68,-168,-19.5586
-66,-168,-19.2193
-64,-168,-18.8801
-62,-168,-18.5437
-60,-168,-18.2121
-58,-168,-17.8868
-56,-168,-17.5688
-54,-168,-17.2589
-52,-168,-16.9574
-50,-168,-16.6647
-48,-168,-16.381
-46,-168,-16.1062
-44,-168,-15.8404
-42,-168,-15.5835
-40,-168,-15.3355
-38,-168,-15.0963
-36,-168,-14.866
-34,-168,-14.6443
-32,-168,-14.4314
-30,-168,-14.2272
-28,-168,-14.0317
-26,-168,-13.845
-24,-168,-13.6671
-22,-168,-13.498
-20,-168,-13.3378
-18,-168,-13.1865
-16,-168,-13.0442
-14,-168,-12.9111
-12,-168,-12.787
-10,-168,-12.6722
-8,-168,-12.5667
-6,-168,-12.4705
-4,-168,-12.3838
-2,-168,-12.3065
0,-168,-12.2387
2,-168,-12.1805
4,-168,-12.1319
6,-168,-12.093
8,-168,-12.0639
10,-168,-12.0445
12,-168,-12.035
14,-168,-12.0354
16,-168,-12.0458
18,-168,-12.0662
20,-168,-12.0968
22,-168,-12.1375
24,-168,-12.1886
26,-168,-12.2501
28,-168,-12.3221
30,-168,-12.4046
32,-168,-12.4979
34,-168,-12.602
36,-168,-12.7169
38,-168,-12.8428
40,-168,-12.9797
42,-168,-13.1277
44,-168,-13.2867
46,-168,-13.4567
48,-168,-13.6375
50,-168,-13.8288
52,-168,-14.0304
54,-168,-14.2417
56,-168,-14.4621
58,-168,-14.6905
60,-168,-14.9259
62,-168,-15.1667
64,-168,-15.4109
66,-168,-15.6562
68,-168,-15.8997
70,-168,-16.1379
72,-168,-16.3667
74,-168,-16.5817
76,-168,-16.7779
78,-168,-16.9499
80,-168,-17.0924
82,-168,-17.2005
84,-168,-17.2699
86,-168,-17.2975
88,-168,-17.2813
90,-168,-17.2214
-90,-166,-29.4823
-88,-166,-29.5409
-86,-166,-29.2238
-84,-166,-28.6128
-82,-166,-27.8244
-80,-166,-26.959
-78,-166,-26.0825
-76,-166,-25.2316
-74,-166,-24.4238
-72,-166,-23.6654
-70,-166,-22.9571
-68,-166,-22.2965
-66,-166,-21.6801
-64,-166,-21.1041
-62,-166,-20.5645
-60,-166,-20.0577
-58,-166,-19.5803
-56,-166,-19.1293
-54,-166,-18.7021
-52,-166,-18.2964
-50,-166,-17.91
-48,-166,-17.5414
-46,-166,-17.189
-44,-166,-16.8516
-42,-166,-16.5281
-40,-166,-16.2178
-38,-166,-15.92
-36,-166,-15.6341
-34,-166,-15.3597
-32,-166,-15.0967
-30,-166,-14.8448
-28,-166,-14.6038
-26,-166,-14.3738
-24,-166,-14.1547
-22,-166,-13.9466
-20,-166,-13.7495
-18,-166,-13.5634
-16,-166,-13.3885
-14,-166,-13.2248
-12,-166,-13.0724
-10,-166,-12.9312
-8,-166,-12.8015
-6,-166,-12.6831
-4,-166,-12.5761
-2,-166,-12.4806
0,-166,-12.3965
2,-166,-12.3239
4,-166,-12.2626
6,-166,-12.2128
8,-166,-12.1744
10,-166,-12.1473
12,-166,-12.1317
14,-166,-12.1274
16,-166,-12.1346
18,-166,-12.1532
20,-166,-12.1833
22,-166,-12.225
24,-166,-12.2784
26,-166,-12.3436
28,-166,-12.4207
30,-166,-12.5099
32,-166,-12.6113
34,-166,-12.7253
36,-166,-12.852
38,-166,-12.9916
40,-166,-13.1444
42,-166,-13.3107
44,-166,-13.4906
46,-166,-13.6845
48,-166,-13.8926
50,-166,-14.1149
52,-166,-14.3515
54,-166,-14.6025
56,-166,-14.8676
58,-166,-15.1464
60,-166,-15.4382
62,-166,-15.742
64,-166,-16.0563
66,-166,-16.3789
68,-166,-16.7069
70,-166,-17.0366
72,-166,-17.3629
74,-166,-17.6796
76,-166,-17.9792
78,-166,-18.2529
80,-166,-18.4909
82,-166,-18.6833
84,-166,-18.8205
86,-166,-18.8945
88,-166,-18.9002
90,-166,-18.8361
-90,-164,-34.6781
-88,-164,-33.7665
-86,-164,-32.3437
-84,-164,-30.8343
-82,-164,-29.4208
-80,-164,-28.1505
-78,-164,-27.0215
-76,-164,-26.0176
-74,-164,-25.1207
-72,-164,-24.3144
-70,-164,-23.5845
-68,-164,-22.9194
-66,-164,-22.3092
-64,-164,-21.7458
-62,-164,-21.2221
-60,-164,-20.7324
-58,-164,-20.2717
-56,-164,-19.8356
-54,-164,-19.4207
-52,-164,-19.0238
-50,-164,-18.6425
-48,-164,-18.2748
-46,-164,-17.919
-44,-164,-17.5739
-42,-164,-17.2386
-40,-164,-16.9126
-38,-164,-16.5956
-36,-164,-16.2875
-34,-164,-15.9883
-32,-164,-15.6983
-30,-164,-15.4179
-28,-164,-15.1473
-26,-164,-14.8872
-24,-164,-14.6379
-22,-164,-14.3998
-20,-164,-14.1735
-18,-164,-13.9592
-16,-164,-13.7572
-14,-164,-13.5679
-12,-164,-13.3915
-10,-164,-13.2281
-8,-164,-13.0778
-6,-164,-12.9408
-4,-164,-12.8169
-2,-164,-12.7063
0,-164,-12.6087
2,-164,-12.5242
4,-164,-12.4525
6,-164,-12.3937
8,-164,-12.3474
10,-164,-12.3136
12,-164,-12.2922
14,-164,-12.2828
16,-164,-12.2856
18,-164,-12.3002
20,-164,-12.3267
22,-164,-12.3649
24,-164,-12.4149
26,-164,-12.4767
28,-164,-12.5502
30,-164,-12.6356
32,-164,-12.733
34,-164,-12.8424
36,-164,-12.9641
38,-164,-13.0983
40,-164,-13.2452
42,-164,-13.405
44,-164,-13.5779
46,-164,-13.7641
48,-164,-13.9638
50,-164,-14.1771
52,-164,-14.4042
54,-164,-14.6449
56,-164,-14.899
58,-164,-15.1663
60,-164,-15.4461
62,-164,-15.7375
64,-164,-16.0391
66,-164,-16.3491
68,-164,-16.665
70,-164,-16.9834
72,-164,-17.3001
74,-164,-17.6097
76,-164,-17.9056
78,-164,-18.1801
80,-164,-18.4244
82,-164,-18.6292
84,-164,-18.7854
86,-164,-18.8846
88,-164,-18.9207
90,-164,-18.8902
-90,-162,-23.6474
-88,-162,-23.468
-86,-162,-23.243
-84,-162,-22.9838
-82,-162,-22.7013
-80,-162,-22.4053
-78,-162,-22.1035
-76,-162,-21.8022
-74,-162,-21.506
-72,-162,-21.2178
-70,-162,-20.9396
-68,-162,-20.6719
-66,-162,-20.4148
-64,-162,-20.1673
-62,-162,-19.9281
-60,-162,-19.6954
-58,-162,-19.4672
-56,-162,-19.2411
-54,-162,-19.015
-52,-162,-18.7868
-50,-162,-18.5545
-48,-162,-18.3166
-46,-162,-18.0722
-44,-162,-17.8205
-42,-162,-17.5616
-40,-162,-17.296
-38,-162,-17.0246
-36,-162,-16.7488
-34,-162,-16.4703
-32,-162,-16.191
-30,-162,-15.9127
-28,-162,-15.6377
-26,-162,-15.3676
-24,-162,-15.1045
-22,-162,-14.8499
-20,-162,-14.6052
-18,-162,-14.3718
-16,-162,-14.1507
-14,-162,-13.9427
-12,-162,-13.7485
-10,-162,-13.5686
-8,-162,-13.4033
-6,-162,-13.2528
-4,-162,-13.1171
-2,-162,-12.9962
0,-162,-12.89
2,-162,-12.7981
4,-162,-12.7204
6,-162,-12.6565
8,-162,-12.606
10,-162,-12.5685
12,-162,-12.5435
14,-162,-12.5308
16,-162,-12.5297
18,-162,-12.54
20,-162,-12.5612
22,-162,-12.5931
24,-162,-12.6352
26,-162,-12.6873
28,-162,-12.7491
30,-162,-12.8206
32,-162,-12.9015
34,-162,-12.9917
36,-162,-13.0911
38,-162,-13.1998
40,-162,-13.3175
42,-162,-13.4443
44,-162,-13.58
46,-162,-13.7247
48,-162,-13.8781
50,-162,-14.0399
52,-162,-14.21
54,-162,-14.3878
56,-162,-14.5727
58,-162,-14.7642
60,-162,-14.9613
62,-162,-15.1628
64,-162,-15.3676
66,-162,-15.5741
68,-162,-15.7803
70,-162,-15.9842
72,-162,-16.1832
74,-162,-16.3746
76,-162,-16.5553
78,-162,-16.7219
80,-162,-16.8706
82,-162,-16.9979
84,-162,-17.1001
86,-162,-17.1736
88,-162,-17.2155
90,-162,-17.2234
-90,-160,-19.1522
-88,-160,-19.0517
-86,-160,-18.9447
-84,-160,-18.834
-82,-160,-18.7221
-80,-160,-18.6118
-78,-160,-18.5054
-76,-160,-18.4051
-74,-160,-18.3126
-72,-160,-18.2293
-70,-160,-18.1562
-68,-160,-18.0937
-66,-160,-18.0418
-64,-160,-17.9998
-62,-160,-17.9665
-60,-160,-17.9401
-58,-160,-17.9182
-56,-160,-17.8978
-54,-160,-17.8755
-52,-160,-17.8474
-50,-160,-17.8094
-48,-160,-17.7573
-46,-160,-17.6874
-44,-160,-17.5965
-42,-160,-17.4821
-40,-160,-17.3431
-38,-160,-17.1793
-36,-160,-16.992
-34,-160,-16.7835
-32,-160,-16.557
-30,-160,-16.3164
-28,-160,-16.0658
-26,-160,-15.8094
-24,-160,-15.5514
-22,-160,-15.2955
-20,-160,-15.045
-18,-160,-14.8028
-16,-160,-14.5712
-14,-160,-14.3522
-12,-160,-14.1473
-10,-160,-13.9574
-8,-160,-13.7834
-6,-160,-13.6257
-4,-160,-13.4844
-2,-160,-13.3595
0,-160,-13.2508
2,-160,-13.1578
4,-160,-13.08
6,-160,-13.0168
8,-160,-12.9675
10,-160,-12.9312
12,-160,-12.9072
14,-160,-12.8945
16,-160,-12.8923
18,-160,-12.8997
20,-160,-12.9158
22,-160,-12.9397
24,-160,-12.9708
26,-160,-13.0083
28,-160,-13.0515
30,-160,-13.0998
32,-160,-13.1528
34,-160,-13.2101
36,-160,-13.2711
38,-160,-13.3357
40,-160,-13.4035
42,-160,-13.4743
44,-160,-13.5479
46,-160,-13.6239
48,-160,-13.7021
50,-160,-13.7822
52,-160,-13.8639
54,-160,-13.9468
56,-160,-14.0304
58,-160,-14.1144
60,-160,-14.1983
62,-160,-14.2815
64,-160,-14.3638
66,-160,-14.4445
68,-160,-14.5233
70,-160,-14.5998
72,-160,-14.6735
74,-160,-14.7441
76,-160,-14.811
78,-160,-14.8739
80,-160,-14.9322
82,-160,-14.9853
84,-160,-15.0325
86,-160,-15.0728
88,-160,-15.1053
90,-160,-15.129
-90,-158,-16.4999
-88,-158,-16.427
-86,-158,-16.3562
-84,-158,-16.289
-82,-158,-16.2271
-80,-158,-16.1719
-78,-158,-16.1253
-76,-158,-16.0888
-74,-158,-16.064
-72,-158,-16.0522
-70,-158,-16.0547
-68,-158,-16.0722
-66,-158,-16.1053
-64,-158,-16.1542
-62,-158,-16.2184
-60,-158,-16.2971
-58,-158,-16.3886
-56,-158,-16.4907
-54,-158,-16.6002
-52,-158,-16.713
-50,-158,-16.8242
-48,-158,-16.9282
-46,-158,-17.0185
-44,-158,-17.0885
-42,-158,-17.132
-40,-158,-17.1433
-38,-158,-17.1181
-36,-158,-17.0541
-34,-158,-16.9513
-32,-158,-16.8116
-30,-158,-16.6392
-28,-158,-16.4396
-26,-158,-16.219
-24,-158,-15.9842
-22,-158,-15.7416
-20,-158,-15.4971
-18,-158,-15.2559
-16,-158,-15.0222
-14,-158,-14.7996
-12,-158,-14.5906
-10,-158,-14.3973
-8,-158,-14.221
-6,-158,-14.0625
-4,-158,-13.9222
-2,-158,-13.8
0,-158,-13.6956
2,-158,-13.6084
4,-158,-13.5376
6,-158,-13.4821
8,-158,-13.4407
10,-158,-13.4121
12,-158,-13.3948
14,-158,-13.3874
16,-158,-13.3882
18,-158,-13.3957
20,-158,-13.4082
22,-158,-13.4242
24,-158,-13.4423
26,-158,-13.4611
28,-158,-13.4795
30,-158,-13.4965
32,-158,-13.5112
34,-158,-13.5231
36,-158,-13.5317
38,-158,-13.5367
40,-158,-13.5381
42,-158,-13.5359
44,-158,-13.5301
46,-158,-13.521
48,-158,-13.5087
50,-158,-13.4937
52,-158,-13.476
54,-158,-13.4562
56,-158,-13.4345
58,-158,-13.4113
60,-158,-13.3871
62,-158,-13.3623
64,-158,-13.3375
66,-158,-13.3134
68,-158,-13.2906
70,-158,-13.2698
72,-158,-13.2517
74,-158,-13.237
76,-158,-13.2264
78,-158,-13.2206
80,-158,-13.2199
82,-158,-13.2248
84,-158,-13.2354
86,-158,-13.2517
88,-158,-13.2736
90,-158,-13.3005
-90,-156,-14.7822
-88,-156,-14.7227
-86,-156,-14.6676
-84,-156,-14.6182
-82,-156,-14.5756
-80,-156,-14.5414
-78,-156,-14.517
-76,-156,-14.5043
-74,-156,-14.5048
-72,-156,-14.52
-70,-156,-14.5517
-68,-156,-14.6009
-66,-156,-14.669
-64,-156,-14.7566
-62,-156,-14.8644
-60,-156,-14.9924
-58,-156,-15.14
-56,-156,-15.306
-54,-156,-15.4886
-52,-156,-15.6847
-50,-156,-15.8901
-48,-156,-16.0997
-46,-156,-16.3066
-44,-156,-16.503
-42,-156,-16.6802
-40,-156,-16.8288
-38,-156,-16.9403
-36,-156,-17.0071
-34,-156,-17.0243
-32,-156,-16.99
-30,-156,-16.9058
-28,-156,-16.7765
-26,-156,-16.6091
-24,-156,-16.4124
-22,-156,-16.1955
-20,-156,-15.9671
-18,-156,-15.7353
-16,-156,-15.5066
-14,-156,-15.2867
-12,-156,-15.0796
-10,-156,-14.8885
-8,-156,-14.7156
-6,-156,-14.562
-4,-156,-14.4284
-2,-156,-14.315
0,-156,-14.2212
2,-156,-14.1462
4,-156,-14.0889
6,-156,-14.0478
8,-156,-14.0211
10,-156,-14.0067
12,-156,-14.0026
14,-156,-14.0061
16,-156,-14.0149
18,-156,-14.0263
20,-156,-14.0376
22,-156,-14.0464
24,-156,-14.0503
26,-156,-14.0473
28,-156,-14.0355
30,-156,-14.0137
32,-156,-13.981
34,-156,-13.937
36,-156,-13.8816
38,-156,-13.8154
40,-156,-13.7391
42,-156,-13.6536
44,-156,-13.56
46,-156,-13.4597
48,-156,-13.3538
50,-156,-13.2437
52,-156,-13.1305
54,-156,-13.0155
56,-156,-12.8999
58,-156,-12.7846
60,-156,-12.671
62,-156,-12.56
64,-156,-12.4529
66,-156,-12.3507
68,-156,-12.2545
70,-156,-12.1655
72,-156,-12.0847
74,-156,-12.0131
76,-156,-11.9517
78,-156,-11.9013
80,-156,-11.8627
82,-156,-11.8364
84,-156,-11.8229
86,-156,-11.8224
88,-156,-11.835
90,-156,-11.8606
-90,-154,-13.6662
-88,-154,-13.6146
-86,-154,-13.5674
-84,-154,-13.5257
-82,-154,-13.4907
-80,-154,-13.464
-78,-154,-13.4472
-76,-154,-13.442
-74,-154,-13.4504
-72,-154,-13.4741
-70,-154,-13.515
-68,-154,-13.5748
-66,-154,-13.6551
-64,-154,-13.7574
-62,-154,-13.8826
-60,-154,-14.0318
-58,-154,-14.2051
-56,-154,-14.4025
-54,-154,-14.6231
-52,-154,-14.8651
-50,-154,-15.1257
-48,-154,-15.4007
-46,-154,-15.6843
-44,-154,-15.9691
-42,-154,-16.246
-40,-154,-16.504
-38,-154,-16.7317
-36,-154,-16.9174
-34,-154,-17.0511
-32,-154,-17.1257
-30,-154,-17.1382
-28,-154,-17.0902
-26,-154,-16.988
-24,-154,-16.8408
-22,-154,-16.6597
-20,-154,-16.4563
-18,-154,-16.2413
-16,-154,-16.0241
-14,-154,-15.8124
-12,-154,-15.6122
-10,-154,-15.4278
